PERMIS,ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
286,10,F,A,1,3,46,N,90,BER,C,CAR,ES,140-150,B,0.0,1
391,9,F,A,42,2,52,N,50,BER,C,INJ,ES,150-160,B,0.0,3
25,10,F,A,50,2,24,N,90,BER,C,CAR,ES,130-140,B,0.0,3
118,10,F,A,50,1,31,N,72,BER,C,CAR,ES,140-150,B,0.0,3
264,10,F,A,50,1,44,N,50,BER,C,CAR,ES,140-150,B,0.0,3
244,10,F,A,50,2,53,N,54,BER,C,CAR,ES,140-150,B,0.0,3
124,9,F,A,50,1,33,O,85,BER,C,INJ,ES,150-160,B,0.0,3
450,7,F,A,50,1,60,N,50,BER,C,INJ,ES,150-160,B,0.0,1
631,10,F,A,60,1,73,N,50,BER,C,CAR,ES,140-150,B,0.0,3
38,10,F,C,26,2,23,N,100,BER,C,CAR,ES,140-150,B,0.0,3
97,5,F,C,26,2,28,N,95,BER,C,INJ,ES,160-170,B,0.0,3
171,10,F,C,50,2,35,N,95,BER,C,CAR,ES,130-140,B,0.0,3
13,10,F,C,50,1,24,N,95,BER,C,CAR,ES,140-150,B,0.0,3
29,10,F,C,50,2,26,N,90,BER,C,CAR,ES,140-150,B,0.0,3
115,10,F,C,50,2,28,N,95,BER,C,CAR,ES,140-150,B,0.0,3
351,10,F,A,48,1,48,N,50,BER,C,CAR,ES,140-150,B,0.0,3
77,4,F,A,50,2,25,N,76,BER,C,INJ,ES,160-170,B,0.0,3
555,5,F,A,55,2,69,N,50,BER,C,INJ,ES,150-160,A,0.0,3
85,10,F,C,50,2,37,N,85,BER,C,CAR,ES,140-150,B,0.0,2
282,10,F,C,50,2,42,N,60,BER,C,CAR,ES,140-150,B,0.0,3
308,10,F,C,50,3,53,N,68,BER,C,CAR,ES,140-150,B,0.0,3
294,9,F,C,50,3,45,N,76,BER,C,INJ,ES,150-160,B,776.7598187,3
86,5,F,C,55,1,27,O,76,BER,C,INJ,ES,150-160,B,0.0,2
89,4,F,C,55,1,35,N,95,BER,C,INJ,ES,160-170,B,0.0,1
168,10,F,A,50,2,55,N,50,BER,C,CAR,ES,140-150,B,0.0,3
209,10,F,A,50,2,38,N,60,BER,C,CAR,ES,150-160,B,0.0,3
421,10,F,A,50,2,57,N,95,BER,C,CAR,ES,150-160,B,0.0,3
289,7,F,A,50,2,43,N,66,BER,C,INJ,ES,140-150,B,0.0,3
389,10,F,A,50,2,58,N,121,BER,C,INJ,ES,140-150,B,0.0,3
166,10,F,A,55,2,31,N,63,BER,C,CAR,ES,140-150,B,0.0,3
302,10,F,A,55,2,47,N,50,BER,C,CAR,ES,150-160,B,0.0,3
638,10,F,A,60,1,72,N,112,BER,C,CAR,ES,130-140,A,0.0,3
80,10,F,C,26,2,24,N,72,BER,C,CAR,ES,130-140,A,0.0,3
107,10,F,C,50,2,27,N,95,BER,C,CAR,ES,130-140,A,0.0,3
74,10,F,C,50,2,25,N,90,BER,C,CAR,ES,140-150,B,0.0,3
164,10,F,C,50,2,33,N,64,BER,C,CAR,ES,140-150,B,0.0,3
167,10,F,C,50,1,33,N,95,BER,C,CAR,ES,150-160,B,0.0,2
22,5,F,C,50,2,21,N,125,BER,C,INJ,ES,150-160,A,0.0,3
131,9,F,C,50,2,29,N,90,BER,C,INJ,ES,150-160,B,0.0,1
208,7,F,C,50,3,35,N,50,BER,C,INJ,ES,160-170,B,0.0,3
437,10,F,C,55,2,55,N,50,BER,C,CAR,ES,130-140,B,0.0,1
57,9,F,C,55,1,26,N,95,BER,C,INJ,ES,140-150,A,0.0,3
409,9,F,A,37,1,54,N,50,BER,C,INJ,ES,150-160,B,0.0,3
430,10,F,A,50,2,55,N,50,BER,C,CAR,ES,140-150,B,0.0,3
186,10,F,A,50,2,35,N,50,BER,C,CAR,ES,150-160,B,0.0,2
69,7,F,A,50,2,28,N,80,BER,C,INJ,ES,140-150,B,0.0,3
330,7,F,A,50,1,46,N,50,BER,C,INJ,ES,150-160,B,0.0,3
470,10,F,A,50,2,59,N,85,BER,C,INJ,ES,150-160,A,0.0,3
47,7,F,C,26,2,24,N,90,BER,C,CAR,ES,160-170,B,0.0,3
127,10,F,C,50,2,29,N,60,BER,C,CAR,ES,140-150,B,0.0,3
238,9,F,C,50,2,39,O,50,BER,C,INJ,ES,140-150,B,0.0,2
273,10,F,C,55,2,44,N,64,BER,C,CAR,ES,001-130,0,0.0,3
581,2,F,C,60,1,66,O,50,BER,C,INJ,ES,140-150,A,0.0,3
179,10,F,A,50,2,32,N,76,BER,C,CAR,ES,140-150,B,0.0,3
264,10,F,C,50,2,43,N,68,BER,C,CAR,ES,140-150,B,0.0,3
338,10,F,A,50,1,49,N,50,BER,C,CAR,ES,140-150,B,0.0,3
120,5,F,A,50,2,48,N,57,BER,C,INJ,ES,140-150,B,0.0,3
488,9,F,A,50,2,60,N,95,BER,C,INJ,ES,140-150,A,0.0,3
129,3,F,A,50,1,33,N,57,BER,C,INJ,ES,150-160,A,0.0,3
485,10,F,A,60,1,58,N,50,BER,C,CAR,ES,140-150,B,0.0,3
32,10,F,C,50,1,26,N,90,BER,C,CAR,ES,140-150,B,0.0,3
239,10,F,C,50,2,41,N,90,BER,C,CAR,ES,140-150,B,0.0,3
166,10,F,C,50,2,51,N,76,BER,C,CAR,ES,140-150,B,0.0,3
125,10,F,C,50,2,29,N,90,BER,C,CAR,ES,150-160,B,0.0,3
165,10,F,C,50,2,37,N,95,BER,C,CAR,ES,150-160,M1,0.0,3
410,10,F,C,55,2,54,N,50,BER,C,CAR,ES,140-150,B,0.0,3
106,10,F,C,55,2,28,N,76,BER,C,INJ,GO,150-160,B,0.0,3
64,10,F,A,50,1,39,N,112,BER,C,CAR,ES,140-150,B,0.0,3
222,10,F,A,50,1,43,N,50,BER,C,CAR,ES,140-150,B,0.0,3
406,10,F,A,50,1,55,N,118,BER,C,CAR,ES,140-150,B,0.0,3
118,9,F,A,50,1,34,O,80,BER,C,INJ,ES,140-150,B,0.0,2
29,9,F,A,50,1,24,N,118,BER,C,INJ,ES,150-160,B,0.0,3
223,5,F,A,50,2,55,N,95,BER,C,INJ,ES,150-160,A,0.0,3
213,2,F,A,50,1,57,N,100,BER,C,INJ,ES,150-160,B,0.0,3
100,5,F,A,50,2,27,N,95,BER,C,INJ,ES,160-170,B,0.0,3
198,10,F,A,55,2,35,N,50,BER,C,CAR,ES,130-140,B,0.0,3
421,10,F,A,55,2,54,N,50,BER,C,CAR,ES,140-150,B,0.0,3
24,10,F,C,50,2,32,N,90,BER,C,CAR,ES,001-130,B,0.0,3
213,10,F,C,50,2,36,O,72,BER,C,CAR,ES,130-140,B,0.0,3
20,10,F,C,50,1,24,N,95,BER,C,CAR,ES,140-150,B,0.0,3
113,5,F,C,50,2,28,N,76,BER,C,INJ,ES,150-160,A,229.039577,1
323,10,F,C,55,2,46,N,95,BER,C,CAR,ES,140-150,B,0.0,3
209,10,F,A,50,1,38,N,80,BER,C,CAR,ES,130-140,B,0.0,3
140,10,F,A,50,1,30,N,54,BER,C,CAR,ES,150-160,B,0.0,2
462,7,F,A,60,1,72,O,50,BER,C,CAR,ES,140-150,B,0.0,3
115,10,F,C,50,2,32,N,95,BER,C,CAR,ES,130-140,B,0.0,3
72,10,F,C,50,2,24,N,72,BER,C,CAR,ES,140-150,B,0.0,3
156,10,F,C,50,1,31,N,72,BER,C,CAR,ES,140-150,B,0.0,2
278,10,F,C,50,2,41,O,54,BER,C,INJ,ES,140-150,B,0.0,1
201,10,M,C,50,2,35,N,76,BER,C,CAR,ES,140-150,B,0.0,3
355,10,M,C,50,3,48,N,50,BER,C,CAR,ES,140-150,B,0.0,3
97,10,M,C,50,2,27,N,64,BER,C,INJ,ES,150-160,B,0.0,3
158,10,M,A,50,1,32,N,50,BER,C,CAR,ES,140-150,B,0.0,3
119,5,M,A,50,2,29,N,85,BER,C,INJ,ES,150-160,B,0.0,3
556,10,M,A,60,1,68,O,50,BER,C,CAR,ES,150-160,M1,0.0,3
61,10,M,C,50,1,27,N,95,BER,C,CAR,ES,140-150,B,0.0,3
169,9,M,C,50,1,37,N,68,BER,C,INJ,ES,140-150,A,0.0,3
308,9,M,A,50,1,43,N,95,BER,C,INJ,ES,130-140,B,0.0,3
134,9,M,A,50,1,33,N,95,BER,C,INJ,ES,150-160,B,0.0,1
124,10,M,A,55,2,36,N,57,BER,C,CAR,ES,140-150,B,0.0,3
324,10,M,A,60,1,72,N,50,BER,C,CAR,ES,140-150,B,0.0,2
647,10,M,A,60,1,72,N,50,BER,C,CAR,ES,140-150,B,0.0,3
122,10,M,C,1,2,28,N,68,BER,C,INJ,ES,140-150,B,0.0,2
265,10,M,A,60,1,87,N,50,BER,C,CAR,ES,130-140,B,0.0,3
533,10,M,A,60,1,68,N,50,BER,C,CAR,ES,140-150,B,0.0,3
70,4,M,C,26,2,24,N,90,BER,C,INJ,ES,140-150,B,0.0,3
113,10,M,C,50,1,30,N,95,BER,C,CAR,ES,140-150,B,0.0,2
258,10,M,C,50,1,39,O,90,BER,C,CAR,ES,140-150,B,0.0,3
197,10,M,A,50,2,34,N,50,BER,C,INJ,ES,140-150,B,0.0,3
439,10,M,A,60,1,77,N,50,BER,C,CAR,ES,001-130,A,4326.52568,3
364,10,M,A,55,2,48,N,50,BER,C,CAR,ES,140-150,B,0.0,2
182,10,M,A,50,1,33,N,50,BER,C,CAR,ES,130-140,B,0.0,2
124,10,M,A,50,2,28,N,60,BER,C,CAR,ES,140-150,B,0.0,1
79,10,M,C,50,1,26,O,80,BER,C,CAR,ES,140-150,B,0.0,3
142,10,M,C,50,1,29,N,95,BER,C,CAR,ES,140-150,B,0.0,3
119,10,M,C,50,2,30,N,80,BER,C,CAR,ES,140-150,B,0.0,3
215,10,M,C,55,1,40,O,50,BER,C,CAR,ES,140-150,B,0.0,2
356,10,M,C,55,2,48,N,50,BER,C,CAR,ES,140-150,B,0.0,3
277,10,M,A,42,1,53,N,80,BER,C,CAR,ES,150-160,B,0.0,3
87,10,M,A,50,1,40,N,95,BER,C,CAR,ES,140-150,B,0.0,3
483,5,M,C,1,1,59,N,85,BER,C,INJ,ES,150-160,B,0.0,3
84,10,M,C,26,2,26,N,72,BER,C,CAR,ES,130-140,B,0.0,3
155,10,M,C,50,2,31,N,51,BER,C,CAR,ES,140-150,B,0.0,3
144,5,M,C,50,2,31,N,95,BER,C,INJ,ES,150-160,A,0.0,1
410,10,M,A,50,3,54,N,50,BER,C,CAR,ES,140-150,B,0.0,3
317,9,M,A,50,2,44,N,57,BER,C,INJ,ES,140-150,B,0.0,3
324,10,M,A,50,2,46,N,50,BER,C,INJ,ES,140-150,B,0.0,3
290,10,M,C,50,1,54,N,90,BER,C,CAR,ES,130-140,B,0.0,3
55,10,M,C,50,2,26,N,80,BER,C,INJ,ES,150-160,B,0.0,3
308,10,M,A,50,1,54,N,90,BER,C,CAR,ES,001-130,B,0.0,3
431,10,M,A,50,2,56,N,50,BER,C,INJ,ES,140-150,B,0.0,3
323,5,M,A,50,2,46,N,68,BER,C,INJ,ES,150-160,B,3.464048338,3
501,10,M,A,55,2,60,N,50,BER,C,CAR,ES,140-150,B,0.0,3
374,10,M,A,55,2,49,N,50,BER,C,CAR,ES,160-170,H,0.0,3
543,10,M,A,60,1,64,N,50,BER,C,CAR,ES,140-150,B,0.0,3
295,10,M,C,50,1,42,N,50,BER,C,CAR,ES,130-140,0,0.0,3
262,10,M,C,50,2,42,N,50,BER,C,CAR,ES,150-160,0,0.0,3
452,4,M,A,1,3,62,N,50,BER,C,INJ,ES,160-170,B,0.0,2
297,10,M,A,50,2,43,N,50,BER,C,CAR,ES,140-150,B,0.0,3
318,10,M,A,50,2,56,O,52,BER,C,CAR,ES,140-150,B,0.0,3
137,10,M,A,50,1,32,N,76,BER,C,CAR,ES,150-160,M1,0.0,2
359,10,M,A,50,2,48,N,50,BER,C,CAR,ES,150-160,B,0.0,3
85,7,M,A,50,1,28,N,90,BER,C,INJ,ES,140-150,B,0.0,3
403,4,M,A,50,2,52,N,80,BER,C,INJ,ES,150-160,A,0.0,3
114,10,M,A,50,2,29,N,85,BER,C,CAR,ES,130-140,0,0.0,3
203,10,M,A,50,1,35,N,95,BER,C,CAR,ES,140-150,B,0.0,3
248,10,M,A,50,1,46,N,76,BER,C,CAR,ES,140-150,B,0.0,3
400,10,M,A,50,2,52,N,80,BER,C,CAR,ES,140-150,B,0.0,3
403,10,M,A,50,2,54,O,50,BER,C,CAR,ES,140-150,B,0.0,3
188,4,M,A,50,3,35,N,68,BER,C,INJ,ES,150-160,B,0.0,3
616,10,M,A,55,1,81,N,50,BER,C,CAR,ES,140-150,B,0.0,3
421,10,M,A,60,1,69,N,50,BER,C,CAR,ES,150-160,B,0.0,2
119,10,M,C,26,2,29,N,95,BER,C,INJ,ES,140-150,B,0.0,3
118,10,M,C,50,2,27,N,90,BER,C,CAR,ES,130-140,B,0.0,3
159,10,M,C,50,2,33,O,90,BER,C,CAR,ES,130-140,B,0.0,3
275,10,M,C,50,2,41,N,50,BER,C,CAR,ES,130-140,B,0.0,3
156,10,M,C,50,2,32,N,68,BER,C,CAR,ES,140-150,B,0.0,2
478,10,M,A,1,1,57,N,50,BER,C,CAR,ES,001-130,A,0.0,3
361,9,M,A,42,2,48,N,90,BER,C,INJ,ES,140-150,A,0.0,3
255,10,M,A,50,2,39,N,50,BER,C,CAR,ES,140-150,B,0.0,3
136,10,M,A,50,2,45,N,100,BER,C,CAR,ES,140-150,B,0.0,3
214,4,M,A,50,1,35,N,54,BER,C,INJ,ES,150-160,A,0.0,3
379,10,M,A,55,2,51,N,50,BER,C,CAR,ES,140-150,B,0.0,3
20,10,M,C,50,1,38,N,95,BER,C,CAR,ES,140-150,B,0.0,3
225,5,M,C,50,2,39,N,64,BER,C,INJ,ES,150-160,A,4326.52568,3
612,10,M,A,50,2,69,N,50,BER,C,CAR,ES,140-150,B,0.0,3
338,10,M,A,50,1,56,O,50,BER,C,CAR,ES,150-160,M2,0.0,1
498,10,M,A,50,1,59,O,50,BER,C,CAR,ES,150-160,M1,0.0,3
257,10,M,A,55,1,41,O,50,BER,C,CAR,ES,001-130,0,0.0,3
647,2,M,A,60,1,76,N,50,BER,C,INJ,ES,140-150,A,310.7981873,1
170,10,M,C,50,1,32,N,90,BER,C,CAR,ES,130-140,B,0.0,3
188,10,M,C,50,2,34,O,76,BER,C,CAR,ES,140-150,B,0.0,3
237,7,M,C,50,2,38,N,95,BER,C,INJ,ES,160-170,B,0.0,3
125,10,M,A,1,2,28,N,72,BER,C,INJ,ES,150-160,M1,0.0,1
168,10,M,A,46,3,32,N,97,BER,C,CAR,ES,150-160,0,0.0,3
262,10,M,A,50,2,42,N,50,BER,C,CAR,ES,001-130,0,0.0,3
18,10,M,C,26,2,24,N,95,BER,C,CAR,ES,140-150,B,0.0,3
157,10,M,C,26,2,31,O,72,BER,C,CAR,ES,140-150,B,0.0,3
54,10,M,C,26,2,23,N,80,BER,C,CAR,ES,150-160,B,0.0,3
171,10,M,C,50,1,33,N,90,BER,C,CAR,ES,130-140,B,0.0,3
375,10,M,C,50,2,50,N,68,BER,C,CAR,ES,150-160,B,0.0,3
130,7,M,C,50,2,29,N,60,BER,C,INJ,ES,140-150,A,0.0,3
248,10,M,C,50,1,42,N,95,BER,C,INJ,ES,140-150,B,0.0,3
28,10,M,C,55,2,24,N,95,BER,C,CAR,ES,130-140,B,0.0,3
124,10,M,A,26,2,28,N,57,BER,C,CAR,ES,140-150,B,0.0,3
270,7,M,A,37,1,58,N,95,BER,C,INJ,ES,140-150,A,0.0,3
436,10,M,A,42,2,55,N,50,BER,C,CAR,ES,150-160,B,0.0,3
456,10,M,A,50,1,57,N,80,BER,C,CAR,ES,130-140,B,0.0,3
211,10,M,A,50,2,36,N,50,BER,C,CAR,ES,140-150,B,0.0,3
257,10,M,A,50,1,39,N,60,BER,C,CAR,ES,140-150,B,0.0,3
122,10,M,A,50,2,32,N,95,BER,C,CAR,ES,160-170,H,0.0,3
121,4,M,A,50,2,28,N,118,BER,C,INJ,ES,140-150,A,0.0,2
161,5,M,A,50,1,31,O,64,BER,C,INJ,ES,140-150,B,0.0,3
44,3,M,A,50,2,26,N,85,BER,C,INJ,ES,160-170,B,3576.34713,3
231,9,M,A,55,2,42,N,51,BER,C,INJ,ES,150-160,B,0.0,3
421,10,M,A,60,1,68,N,85,BER,C,CAR,ES,150-160,0,0.0,3
268,10,M,C,42,1,40,O,50,BER,C,CAR,ES,140-150,B,0.0,3
346,9,M,C,48,1,47,N,50,BER,C,INJ,ES,140-150,A,0.0,3
160,10,M,C,50,2,33,O,80,BER,C,CAR,ES,140-150,B,0.0,3
165,9,M,C,50,1,40,N,95,BER,C,INJ,ES,150-160,B,0.0,3
128,10,M,C,55,1,30,N,90,BER,C,CAR,ES,140-150,B,0.0,3
197,10,M,A,50,2,35,N,76,BER,C,CAR,ES,130-140,A,0.0,3
178,10,M,A,50,1,37,N,50,BER,C,CAR,ES,130-140,B,0.0,3
333,10,M,A,50,2,49,N,50,BER,C,CAR,ES,140-150,B,0.0,1
539,10,M,A,50,2,63,N,50,BER,C,INJ,ES,140-150,B,0.0,3
159,10,M,A,50,2,33,N,54,BER,C,INJ,ES,150-160,B,0.0,3
435,10,M,A,60,1,67,N,50,BER,C,CAR,ES,130-140,B,0.0,3
329,10,M,A,60,1,77,N,50,BER,C,INJ,GO,140-150,H,0.0,3
78,9,M,C,50,2,26,O,72,BER,C,CAR,ES,130-140,B,0.0,3
181,10,M,C,50,1,33,N,76,BER,C,CAR,ES,130-140,B,0.0,3
82,10,M,C,50,2,25,O,90,BER,C,CAR,ES,140-150,B,0.0,2
89,7,M,C,50,1,27,N,90,BER,C,INJ,ES,140-150,B,0.0,1
464,10,F,A,37,1,60,N,95,BER,C,CAR,ES,130-140,B,0.0,3
98,10,F,C,50,1,38,O,95,BER,C,CAR,ES,140-150,B,0.0,3
273,9,F,A,50,1,40,O,50,BER,C,INJ,ES,130-140,B,0.0,3
264,9,F,C,50,1,41,O,90,BER,C,INJ,ES,140-150,B,0.0,3
120,1,F,C,50,2,28,N,61,BER,C,INJ,ES,150-160,A,0.0,3
169,10,F,C,50,3,32,N,50,BER,C,CAR,ES,140-150,B,0.0,3
15,9,F,C,50,1,33,N,95,BER,C,INJ,ES,150-160,B,0.0,3
598,10,M,A,50,1,67,N,64,BER,C,CAR,ES,140-150,B,0.0,3
110,5,M,C,50,1,28,N,95,BER,C,INJ,ES,150-160,A,0.0,3
159,10,M,C,50,2,33,N,64,BER,C,CAR,ES,140-150,B,0.0,3
48,10,F,C,55,1,25,N,80,BER,C,INJ,ES,140-150,B,0.0,3
437,9,M,A,60,1,77,O,50,BER,C,CAR,ES,001-130,A,4326.52568,3
128,10,M,A,50,2,35,N,95,BER,C,CAR,ES,140-150,B,0.0,3
197,7,F,C,50,2,34,N,50,BER,C,INJ,ES,150-160,B,0.0,3
1,10,F,C,50,2,31,N,100,BER,C,CAR,ES,140-150,B,0.0,3
18,10,F,C,50,1,28,N,125,BER,C,INJ,ES,140-150,B,0.0,3
201,10,M,A,50,2,34,N,72,BER,C,CAR,ES,140-150,B,0.0,3
101,10,M,C,50,1,30,N,80,BER,C,CAR,ES,150-160,0,0.0,3
492,9,M,C,60,1,59,O,50,BER,C,INJ,ES,150-160,A,0.0,3
257,10,F,A,50,1,40,N,80,BER,C,CAR,ES,140-150,B,0.0,3
2,10,F,A,50,3,24,N,100,BER,C,CAR,ES,140-150,B,0.0,3
122,10,F,A,40,2,28,N,57,BER,C,CAR,ES,150-160,B,0.0,3
204,7,M,A,50,2,37,N,95,BER,C,CAR,ES,130-140,0,0.0,3
92,10,F,A,50,1,28,N,85,BER,C,CAR,ES,140-150,B,0.0,3
193,5,M,A,50,2,36,N,100,BER,C,CAR,ES,130-140,0,0.0,3
59,7,F,A,55,2,33,N,100,BER,D,INJ,ES,140-150,A,0.0,3
337,4,F,A,1,3,46,N,50,BER,D,INJ,ES,150-160,A,2389.132931,3
261,5,F,A,50,1,40,N,57,BER,D,INJ,ES,150-160,A,0.0,3
175,10,F,A,50,2,33,N,50,BER,D,INJ,GO,140-150,B,0.0,3
454,7,F,A,60,1,69,O,55,BER,D,INJ,ES,140-150,B,0.0,3
189,7,F,C,50,2,34,N,50,BER,D,INJ,ES,160-170,B,0.0,1
390,2,F,A,50,2,51,N,58,BER,D,INJ,ES,160-170,B,0.0,3
40,9,F,A,55,2,31,N,85,BER,D,CAR,ES,150-160,B,0.0,2
150,9,F,C,50,1,31,O,64,BER,D,INJ,ES,130-140,B,0.0,3
228,10,F,C,50,2,37,N,50,BER,D,INJ,ES,140-150,A,1717.673112,3
252,7,F,C,55,2,39,N,85,BER,D,INJ,ES,140-150,A,0.0,3
664,3,F,A,60,1,75,O,60,BER,D,INJ,ES,150-160,A,0.0,1
84,9,F,C,50,2,26,O,85,BER,D,INJ,ES,150-160,B,0.0,1
173,3,F,C,50,2,32,N,64,BER,D,INJ,ES,150-160,A,0.0,3
356,5,F,A,37,1,56,N,50,BER,D,INJ,ES,150-160,A,313.555287,3
515,10,F,A,50,2,61,N,100,BER,D,CAR,ES,140-150,B,0.0,3
577,1,F,A,60,1,73,O,50,BER,D,INJ,ES,150-160,A,0.0,3
64,10,F,C,50,1,32,N,95,BER,D,CAR,ES,150-160,B,0.0,3
408,10,F,C,50,2,52,O,50,BER,D,CAR,ES,150-160,B,0.0,3
58,9,F,C,50,3,22,N,80,BER,D,INJ,ES,140-150,B,0.0,3
120,7,F,C,50,2,28,O,80,BER,D,INJ,ES,140-150,B,0.0,3
592,9,F,A,50,2,67,N,50,BER,D,INJ,ES,150-160,B,0.0,3
49,9,F,C,50,1,26,N,80,BER,D,INJ,ES,150-160,B,0.0,2
152,9,F,A,50,2,36,N,54,BER,D,INJ,ES,130-140,B,0.0,3
511,10,F,A,60,1,65,O,50,BER,D,CAR,ES,150-160,B,0.0,3
78,10,F,C,50,2,26,N,100,BER,D,CAR,ES,150-160,B,0.0,3
147,9,F,C,50,2,35,N,95,BER,D,INJ,ES,150-160,B,0.0,3
133,7,F,C,50,1,29,O,68,BER,D,INJ,ES,160-170,B,0.0,2
139,9,F,C,50,1,30,N,80,BER,D,INJ,ES,140-150,B,0.0,3
564,3,M,A,1,3,65,N,56,BER,D,INJ,ES,150-160,B,0.0,3
406,10,M,A,60,1,69,N,50,BER,D,CAR,ES,160-170,0,0.0,3
362,10,M,A,50,2,67,N,51,BER,D,CAR,ES,130-140,M1,0.0,3
92,1,M,C,50,2,26,N,90,BER,D,INJ,ES,150-160,B,0.0,3
171,9,M,C,50,1,33,N,80,BER,D,INJ,ES,160-170,B,0.0,2
514,5,M,C,60,1,61,N,50,BER,D,INJ,ES,150-160,B,0.0,3
259,10,M,A,50,3,39,N,58,BER,D,INJ,ES,140-150,A,0.0,3
146,10,M,A,50,2,33,N,51,BER,D,INJ,ES,140-150,B,0.0,2
286,7,M,A,1,1,50,N,90,BER,D,INJ,ES,150-160,B,0.0,3
509,9,M,A,50,2,60,N,50,BER,D,INJ,ES,150-160,A,0.0,1
286,10,M,C,50,1,42,N,57,BER,D,CAR,ES,130-140,A,0.0,3
404,2,M,C,55,2,53,N,50,BER,D,INJ,ES,150-160,A,0.0,3
432,10,M,A,48,1,58,N,58,BER,D,CAR,ES,140-150,A,0.0,3
135,4,M,A,50,2,30,N,90,BER,D,INJ,ES,150-160,B,0.0,3
159,5,M,A,50,2,35,N,85,BER,D,INJ,ES,150-160,A,0.0,3
148,7,M,A,55,2,33,N,85,BER,D,INJ,ES,140-150,B,0.0,3
253,10,M,C,42,2,39,N,50,BER,D,CAR,ES,150-160,B,0.0,3
170,4,M,A,50,1,33,N,76,BER,D,INJ,ES,150-160,B,0.0,3
285,7,M,A,50,2,41,N,50,BER,D,INJ,ES,150-160,B,0.0,3
362,9,M,A,50,2,48,O,50,BER,D,INJ,ES,150-160,B,0.0,3
436,10,M,A,50,2,59,N,55,BER,D,INJ,ES,150-160,B,0.0,3
118,10,M,C,50,2,32,N,60,BER,D,CAR,ES,140-150,B,0.0,3
275,10,M,A,50,2,41,N,60,BER,D,CAR,ES,140-150,B,0.0,3
72,2,M,A,55,2,24,N,95,BER,D,INJ,ES,150-160,A,0.0,3
355,10,M,A,50,1,48,O,50,BER,D,INJ,ES,140-150,A,0.0,2
120,10,M,C,50,2,30,N,95,BER,D,CAR,ES,140-150,A,0.0,3
392,9,M,C,50,2,51,N,50,BER,D,INJ,ES,140-150,B,0.0,3
446,2,M,A,50,2,55,N,50,BER,D,INJ,ES,150-160,A,2709.969789,3
136,10,M,A,55,1,30,O,54,BER,D,CAR,ES,150-160,B,0.0,3
139,10,M,C,50,1,34,N,90,BER,D,CAR,ES,150-160,B,0.0,2
152,5,M,C,50,1,32,N,85,BER,D,INJ,ES,140-150,B,270.3371601,2
124,5,M,C,50,2,29,N,64,BER,D,INJ,ES,160-170,B,0.0,3
497,4,M,C,60,1,61,O,50,BER,D,INJ,ES,160-170,B,0.0,3
344,10,F,A,50,1,51,N,50,BER,D,CAR,ES,001-130,0,0.0,3
435,7,F,A,77,3,54,N,51,BER,D,INJ,ES,160-170,B,720.5102719,3
471,3,F,A,48,1,58,N,59,BER,D,INJ,ES,150-160,B,0.0,3
420,7,F,A,50,2,56,N,50,BER,D,INJ,ES,150-160,A,0.0,3
188,10,F,C,50,2,34,N,52,BER,D,INJ,ES,140-150,B,0.0,3
240,4,F,C,55,2,40,O,61,BER,D,INJ,ES,150-160,A,0.0,3
284,10,F,A,1,3,48,N,50,BER,D,CAR,ES,150-160,B,0.0,3
105,9,F,A,50,1,31,O,65,BER,D,INJ,ES,140-150,B,0.0,3
162,4,F,A,50,1,32,N,85,BER,D,INJ,ES,150-160,A,0.0,3
335,4,F,A,50,2,47,O,60,BER,D,INJ,ES,150-160,A,0.0,3
111,7,F,C,50,3,29,N,95,BER,D,INJ,ES,140-150,A,0.0,3
419,7,F,A,50,2,53,N,50,BER,D,INJ,ES,150-160,A,0.0,3
398,10,F,A,50,2,51,O,50,BER,D,CAR,ES,140-150,A,0.0,3
610,5,F,A,50,1,94,N,50,BER,D,INJ,ES,150-160,A,0.0,3
452,10,F,A,55,1,61,N,90,BER,D,CAR,ES,130-140,0,0.0,3
380,10,F,A,55,1,51,N,50,BER,D,CAR,ES,140-150,A,0.0,2
217,10,F,A,60,1,79,N,51,BER,D,CAR,ES,140-150,B,0.0,2
72,10,F,C,26,2,25,N,100,BER,D,CAR,ES,140-150,B,0.0,3
163,4,F,C,50,3,32,N,95,BER,D,INJ,ES,140-150,B,81.49939577,3
88,3,F,C,50,1,25,N,76,BER,D,INJ,ES,150-160,A,0.0,3
403,7,F,C,55,2,53,N,100,BER,D,INJ,ES,160-170,B,2404.709366,3
138,10,F,A,50,1,31,N,106,BER,D,CAR,ES,160-170,M1,0.0,3
232,10,F,A,50,2,38,N,50,BER,D,INJ,ES,140-150,A,0.0,3
219,9,F,A,50,1,41,N,90,BER,D,INJ,ES,140-150,B,0.0,1
460,5,F,A,50,2,57,N,61,BER,D,INJ,ES,150-160,A,0.0,3
423,10,F,A,55,2,53,O,50,BER,D,CAR,ES,150-160,M1,0.0,3
82,7,F,A,1,3,26,N,90,BER,D,INJ,ES,130-140,A,0.0,3
49,9,F,A,26,2,22,N,80,BER,D,INJ,ES,150-160,B,0.0,3
628,10,F,A,37,1,70,N,50,BER,D,INJ,ES,150-160,B,0.0,3
279,10,F,A,50,2,41,N,50,BER,D,INJ,ES,140-150,B,0.0,3
130,9,F,A,50,2,33,O,80,BER,D,INJ,ES,160-170,B,0.0,3
